Date,Open,High,Low,Close,Adj Close,Volume,USD_to_EUR,GDP,NonFarm_Payroll,3_month_Libor,Unemployment
42607,2173.290039,2179,2169.73999,2172.469971,2172.469971,2969310000,1.1274,17706.705,144502,0.82933,7996
42606,2185.090088,2186.659912,2171.25,2175.439941,2175.439941,3148280000,1.1256,17706.705,144502,0.82544,7996
42605,2187.810059,2193.419922,2186.800049,2186.899902,2186.899902,3041490000,1.1308,17706.705,144502,0.82544,7996
42604,2181.580078,2185.149902,2175.959961,2182.639893,2182.639893,2777550000,1.1314,17706.705,144502,0.82544,7996
42601,2184.23999,2185,2175.129883,2183.870117,2183.870117,3084800000,1.1326,17706.705,144502,0.81711,7996
42600,2181.899902,2187.030029,2180.459961,2187.02002,2187.02002,3300570000,1.1334,17706.705,144502,0.811,7996
42599,2177.840088,2183.080078,2168.5,2182.219971,2182.219971,3388910000,1.1263,17706.705,144502,0.81128,7996
42598,2186.23999,2186.23999,2178.139893,2178.149902,2178.149902,3196400000,1.1277,17706.705,144502,0.80128,7996
42597,2186.080078,2193.810059,2186.080078,2190.149902,2190.149902,3078530000,1.1199,17706.705,144502,0.80411,7996
42594,2183.73999,2186.280029,2179.419922,2184.050049,2184.050049,3000660000,1.1172,17706.705,144502,0.81825,7996
42593,2177.969971,2188.449951,2177.969971,2185.790039,2185.790039,3423160000,1.1168,17706.705,144502,0.817,7996
42592,2182.810059,2183.409912,2172,2175.48999,2175.48999,3254950000,1.1171,17706.705,144502,0.8176,7996
42591,2182.23999,2187.659912,2178.610107,2181.73999,2181.73999,3334300000,1.111,17706.705,144502,0.816,7996
42590,2183.76001,2185.439941,2177.850098,2180.889893,2180.889893,3327550000,1.1078,17706.705,144502,0.8065,7996
42587,2168.790039,2182.870117,2168.790039,2182.870117,2182.870117,3663070000,1.108,17706.705,144502,0.79235,7996
42586,2163.51001,2168.189941,2159.070068,2164.25,2164.25,3709200000,1.1134,17706.705,144502,0.7876,7996
42585,2156.810059,2163.790039,2152.560059,2163.790039,2163.790039,3786530000,1.117,17706.705,144502,0.7776,7996
42584,2169.939941,2170.199951,2147.580078,2157.030029,2157.030029,3848750000,1.1225,17706.705,144502,0.7676,7996
42583,2173.149902,2178.290039,2166.209961,2170.840088,2170.840088,3505990000,1.1176,17706.705,144502,0.7591,7996
42580,2168.830078,2177.090088,2163.48999,2173.600098,2173.600098,4038840000,1.1168,17706.705,144248,0.7591,8267
42579,2166.050049,2172.850098,2159.73999,2170.060059,2170.060059,3664240000,1.1094,17706.705,144248,0.7565,8267
42578,2169.810059,2174.97998,2159.070068,2166.580078,2166.580078,3995500000,1.0988,17706.705,144248,0.7515,8267
42577,2168.969971,2173.540039,2160.179932,2169.179932,2169.179932,3442350000,1.0984,17706.705,144248,0.743,8267
42576,2173.709961,2173.709961,2161.949951,2168.47998,2168.47998,3057240000,1.098,17706.705,144248,0.7335,8267
42573,2166.469971,2175.110107,2163.23999,2175.030029,2175.030029,3023280000,1.0968,17706.705,144248,0.721,8267
42572,2172.909912,2174.560059,2159.75,2165.169922,2165.169922,3438900000,1.1016,17706.705,144248,0.7145,8267
42571,2166.100098,2175.629883,2164.889893,2173.02002,2173.02002,3211860000,1.1007,17706.705,144248,0.7016,8267
42570,2163.790039,2164.629883,2159.01001,2163.780029,2163.780029,2968340000,1.1014,17706.705,144248,0.6971,8267
42569,2162.040039,2168.350098,2159.629883,2166.889893,2166.889893,3009310000,1.1076,17706.705,144248,0.6956,8267
42566,2165.129883,2169.050049,2155.790039,2161.73999,2161.73999,3122600000,1.1059,17706.705,144248,0.68785,8267
42565,2157.879883,2168.98999,2157.879883,2163.75,2163.75,3465610000,1.1109,17706.705,144248,0.6791,8267
42564,2153.810059,2156.449951,2146.209961,2152.429932,2152.429932,3502320000,1.1112,17706.705,144248,0.6801,8267
42563,2139.5,2155.399902,2139.5,2152.139893,2152.139893,4097820000,1.1074,17706.705,144248,0.67335,8267
42562,2131.719971,2143.159912,2131.719971,2137.159912,2137.159912,3253340000,1.1045,17706.705,144248,0.6691,8267
42559,2106.969971,2131.709961,2106.969971,2129.899902,2129.899902,3607500000,1.1038,17706.705,144248,0.6671,8267
42558,2100.419922,2109.080078,2089.389893,2097.899902,2097.899902,3604550000,1.1065,17706.705,144248,0.6646,8267
42557,2084.429932,2100.719971,2074.02002,2099.72998,2099.72998,3909380000,1.1077,17706.705,144248,0.6611,8267
42556,2095.050049,2095.050049,2080.860107,2088.550049,2088.550049,3658380000,1.108,17706.705,144248,0.6571,8267
42552,2099.340088,2108.709961,2097.899902,2102.949951,2102.949951,3458890000,1.1145,17706.705,144248,0.65335,8267
42551,2073.169922,2098.939941,2070,2098.860107,2098.860107,4622820000,1.1032,17622.486,145222,0.6541,8144
42550,2042.689941,2073.129883,2042.689941,2070.77002,2070.77002,4241740000,1.1117,17622.486,145222,0.6461,8144
42549,2006.670044,2036.089966,2006.670044,2036.089966,2036.089966,4385810000,1.1054,17622.486,145222,0.6311,8144
42548,2031.449951,2031.449951,1991.680054,2000.540039,2000.540039,5431220000,1.1024,17622.486,145222,0.6271,8144
42545,2103.810059,2103.810059,2032.569946,2037.410034,2037.410034,7597450000,1.1126,17622.486,145222,0.6236,8144
42544,2092.800049,2113.320068,2092.800049,2113.320068,2113.320068,3297940000,1.1373,17622.486,145222,0.6401,8144
42543,2089.75,2099.709961,2084.360107,2085.449951,2085.449951,3168160000,1.1286,17622.486,145222,0.6401,8144
42542,2085.189941,2093.659912,2083.02002,2088.899902,2088.899902,3232880000,1.1262,17622.486,145222,0.64185,8144
42541,2075.580078,2100.659912,2075.580078,2083.25,2083.25,3467440000,1.1318,17622.486,145222,0.6465,8144
42538,2078.199951,2078.199951,2062.840088,2071.219971,2071.219971,4952630000,1.1256,17622.486,145222,0.6444,8144
42537,2066.360107,2079.620117,2050.370117,2077.98999,2077.98999,3628280000,1.1158,17622.486,145222,0.6466,8144
42536,2077.600098,2085.649902,2069.800049,2071.5,2071.5,3544720000,1.1239,17622.486,145222,0.65635,8144
42535,2076.649902,2081.300049,2064.100098,2075.320068,2075.320068,3759770000,1.1206,17622.486,145222,0.6548,8144
42534,2091.75,2098.120117,2078.459961,2079.060059,2079.060059,3392030000,1.1282,17622.486,145222,0.6525,8144
42531,2109.570068,2109.570068,2089.959961,2096.070068,2096.070068,3515010000,1.1281,17622.486,145222,0.6556,8144
42530,2115.649902,2117.639893,2107.72998,2115.47998,2115.47998,3290320000,1.1329,17622.486,145222,0.65605,8144
42529,2112.709961,2120.550049,2112.709961,2119.120117,2119.120117,3562060000,1.14,17622.486,145222,0.658,8144
42528,2110.179932,2119.219971,2110.179932,2112.129883,2112.129883,3534730000,1.135,17622.486,145222,0.6566,8144
42527,2100.830078,2113.360107,2100.830078,2109.409912,2109.409912,3442020000,1.1354,17622.486,145222,0.66065,8144
42524,2104.070068,2104.070068,2085.360107,2099.129883,2099.129883,3627780000,1.133,17622.486,145222,0.68215,8144
42523,2097.709961,2105.26001,2088.590088,2105.26001,2105.26001,3632720000,1.1157,17622.486,145222,0.6801,8144
42522,2093.939941,2100.969971,2085.100098,2099.330078,2099.330078,3525170000,1.1165,17622.486,145222,0.6813,8144
42521,2100.129883,2103.47998,2088.659912,2096.949951,2096.949951,4514410000,1.1135,17622.486,144557,0.6858,7207
42517,2090.060059,2099.060059,2090.060059,2099.060059,2099.060059,3079150000,1.114,17622.486,144557,0.67305,7207
42516,2091.439941,2094.300049,2087.080078,2090.100098,2090.100098,3230990000,1.1184,17622.486,144557,0.67405,7207
42515,2078.929932,2094.72998,2078.929932,2090.540039,2090.540039,3859160000,1.1154,17622.486,144557,0.66655,7207
42514,2052.649902,2079.669922,2052.649902,2076.060059,2076.060059,3627340000,1.1145,17622.486,144557,0.6653,7207
42513,2052.22998,2055.580078,2047.26001,2048.040039,2048.040039,3055480000,1.1192,17622.486,144557,0.6623,7207
42510,2041.880005,2058.350098,2041.880005,2052.320068,2052.320068,3507650000,1.1207,17622.486,144557,0.6613,7207
42509,2044.209961,2044.209961,2025.910034,2040.040039,2040.040039,3846770000,1.1214,17622.486,144557,0.6539,7207
42508,2044.380005,2060.610107,2034.48999,2047.630005,2047.630005,4101320000,1.1276,17622.486,144557,0.6356,7207
42507,2065.040039,2065.689941,2040.819946,2047.209961,2047.209961,4108960000,1.1337,17622.486,144557,0.6251,7207
42506,2046.530029,2071.879883,2046.530029,2066.659912,2066.659912,3501360000,1.1328,17622.486,144557,0.6261,7207
42503,2062.5,2066.790039,2043.130005,2046.609985,2046.609985,3579880000,1.1294,17622.486,144557,0.6276,7207
42502,2067.169922,2073.98999,2053.129883,2064.110107,2064.110107,3782390000,1.138,17622.486,144557,0.6261,7207
42501,2083.290039,2083.290039,2064.459961,2064.459961,2064.459961,3821980000,1.1444,17622.486,144557,0.6266,7207
42500,2062.629883,2084.870117,2062.629883,2084.389893,2084.389893,3600200000,1.1386,17622.486,144557,0.6281,7207
42499,2057.550049,2064.149902,2054.310059,2058.689941,2058.689941,3788620000,1.1402,17622.486,144557,0.6296,7207
42496,2047.77002,2057.719971,2039.449951,2057.139893,2057.139893,3796350000,1.1421,17622.486,144557,0.6318,7207
42495,2052.949951,2060.22998,2045.77002,2050.629883,2050.629883,4008530000,1.1404,17622.486,144557,0.6318,7207
42494,2060.300049,2060.300049,2045.550049,2051.120117,2051.120117,4058560000,1.1486,17622.486,144557,0.6341,7207
42493,2077.179932,2077.179932,2054.889893,2063.370117,2063.370117,4173390000,1.1508,17622.486,144557,0.6329,7207
42492,2067.169922,2083.419922,2066.110107,2081.429932,2081.429932,3841110000,1.1516,17622.486,144557,0.6366,7207
42489,2071.820068,2073.850098,2052.280029,2065.300049,2065.300049,4704720000,1.1441,17622.486,143909,0.6366,7413
42488,2090.929932,2099.300049,2071.620117,2075.810059,2075.810059,4309840000,1.1325,17622.486,143909,0.6366,7413
42487,2092.330078,2099.889893,2082.310059,2095.149902,2095.149902,4100110000,1.1322,17622.486,143909,0.63835,7413
42486,2089.840088,2096.870117,2085.800049,2091.699951,2091.699951,3557190000,1.1318,17622.486,143909,0.63435,7413
42485,2089.370117,2089.370117,2077.52002,2087.790039,2087.790039,3319740000,1.1274,17622.486,143909,0.63385,7413
42482,2091.48999,2094.320068,2081.199951,2091.580078,2091.580078,3790580000,1.1239,17622.486,143909,0.63585,7413
42481,2102.090088,2103.780029,2088.52002,2091.47998,2091.47998,4175290000,1.1301,17622.486,143909,0.6381,7413
42480,2101.52002,2111.050049,2096.320068,2102.399902,2102.399902,4184880000,1.133,17622.486,143909,0.6351,7413
42479,2096.050049,2104.050049,2091.679932,2100.800049,2100.800049,3896830000,1.1375,17622.486,143909,0.63485,7413
42478,2078.830078,2094.659912,2073.649902,2094.340088,2094.340088,3316880000,1.1322,17622.486,143909,0.63435,7413
42475,2083.100098,2083.219971,2076.310059,2080.72998,2080.72998,3701450000,1.1295,17622.486,143909,0.6331,7413
42474,2082.889893,2087.840088,2078.129883,2082.780029,2082.780029,3765870000,1.1262,17622.486,143909,0.63285,7413
42473,2065.919922,2083.179932,2065.919922,2082.419922,2082.419922,4191830000,1.1281,17622.486,143909,0.62835,7413
42472,2043.719971,2065.050049,2039.73999,2061.719971,2061.719971,4239740000,1.1395,17622.486,143909,0.6296,7413
42471,2050.22998,2062.929932,2041.880005,2041.98999,2041.98999,3567840000,1.1412,17622.486,143909,0.62985,7413
42468,2045.540039,2060.629883,2041.689941,2047.599976,2047.599976,3359530000,1.1406,17622.486,143909,0.6308,7413
42467,2063.01001,2063.01001,2033.800049,2041.910034,2041.910034,3801250000,1.1386,17622.486,143909,0.6288,7413
42466,2045.560059,2067.330078,2043.089966,2066.659912,2066.659912,3750800000,1.143,17622.486,143909,0.6306,7413
42465,2062.5,2062.5,2042.560059,2045.170044,2045.170044,4154920000,1.1374,17622.486,143909,0.6266,7413
42464,2073.189941,2074.02002,2062.570068,2066.129883,2066.129883,3485710000,1.1386,17622.486,143909,0.6301,7413
42461,2056.620117,2075.070068,2043.97998,2072.780029,2072.780029,3749990000,1.1385,17622.486,143909,0.6291,7413
42460,2063.77002,2067.919922,2057.459961,2059.73999,2059.73999,3715280000,1.139,17523.374,142814,0.6286,8116
42459,2058.27002,2072.209961,2058.27002,2063.949951,2063.949951,3590310000,1.133,17523.374,142814,0.6251,8116
42458,2035.75,2055.909912,2028.310059,2055.01001,2055.01001,3822330000,1.1204,17523.374,142814,0.63085,8116
42457,2037.890015,2042.670044,2031.959961,2037.050049,2037.050049,2809090000,1.121,17523.374,142814,0.6286,8116
42453,2032.47998,2036.040039,2022.48999,2035.939941,2035.939941,3407720000,1.1163,17523.374,142814,0.6286,8116
42452,2048.550049,2048.550049,2034.859985,2036.709961,2036.709961,3639510000,1.1174,17523.374,142814,0.6301,8116
42451,2048.639893,2056.600098,2040.569946,2049.800049,2049.800049,3418460000,1.1228,17523.374,142814,0.62835,8116
42450,2047.880005,2053.909912,2043.140015,2051.600098,2051.600098,3376600000,1.126,17523.374,142814,0.6246,8116
42447,2041.160034,2052.360107,2041.160034,2049.580078,2049.580078,6503140000,1.1292,17523.374,142814,0.6243,8116
42446,2026.900024,2046.23999,2022.160034,2040.589966,2040.589966,4530480000,1.1316,17523.374,142814,0.6234,8116
42445,2014.23999,2032.02002,2010.040039,2027.219971,2027.219971,4057020000,1.1075,17523.374,142814,0.639,8116
42444,2015.27002,2015.939941,2005.22998,2015.930054,2015.930054,3560280000,1.1112,17523.374,142814,0.64195,8116
42443,2019.27002,2024.569946,2012.050049,2019.640015,2019.640015,3487850000,1.1107,17523.374,142814,0.63955,8116
42440,1994.709961,2022.369995,1994.709961,2022.189941,2022.189941,4078620000,1.118,17523.374,142814,0.63385,8116
42439,1990.969971,2005.079956,1969.25,1989.569946,1989.569946,4376790000,1.1162,17523.374,142814,0.63235,8116
42438,1981.439941,1992.689941,1979.839966,1989.26001,1989.26001,4038120000,1.1022,17523.374,142814,0.6346,8116
42437,1996.880005,1996.880005,1977.430054,1979.26001,1979.26001,4641650000,1.1028,17523.374,142814,0.63515,8116
42436,1996.109985,2006.119995,1989.380005,2001.76001,2001.76001,4968180000,1.1004,17523.374,142814,0.6361,8116
42433,1994.01001,2009.130005,1986.77002,1999.98999,1999.98999,6049930000,1.101,17523.374,142814,0.6335,8116
42432,1985.599976,1993.689941,1977.369995,1993.400024,1993.400024,5081700000,1.0948,17523.374,142814,0.6356,8116
42431,1976.599976,1986.51001,1968.800049,1986.449951,1986.449951,4666610000,1.0845,17523.374,142814,0.63485,8116
42430,1937.089966,1978.349976,1937.089966,1978.349976,1978.349976,4819750000,1.0847,17523.374,142814,0.6316,8116
42429,1947.130005,1958.27002,1931.810059,1932.22998,1932.22998,4588180000,1.0868,17523.374,141919,0.6331,8219
42426,1954.949951,1962.959961,1945.780029,1948.050049,1948.050049,4348510000,1.0932,17523.374,141919,0.6351,8219
42425,1931.869995,1951.829956,1925.410034,1951.699951,1951.699951,4118210000,1.1026,17523.374,141919,0.6356,8219
42424,1917.560059,1932.079956,1891,1929.800049,1929.800049,4317250000,1.1021,17523.374,141919,0.6346,8219
42423,1942.380005,1942.380005,1919.439941,1921.27002,1921.27002,3890650000,1.1016,17523.374,141919,0.6291,8219
42422,1924.439941,1946.699951,1924.439941,1945.5,1945.5,4054710000,1.1018,17523.374,141919,0.6246,8219
42419,1916.73999,1918.780029,1902.170044,1917.780029,1917.780029,4142850000,1.1127,17523.374,141919,0.6182,8219
42418,1927.569946,1930,1915.089966,1917.829956,1917.829956,4436490000,1.1092,17523.374,141919,0.6182,8219
42417,1898.800049,1930.680054,1898.800049,1926.819946,1926.819946,5011540000,1.114,17523.374,141919,0.6194,8219
42416,1871.439941,1895.77002,1871.439941,1895.579956,1895.579956,4570670000,1.114,17523.374,141919,0.6182,8219
42412,1833.400024,1864.780029,1833.400024,1864.780029,1864.780029,4696920000,1.1235,17523.374,141919,0.6182,8219
42411,1847,1847,1810.099976,1829.079956,1829.079956,5500800000,1.1362,17523.374,141919,0.6172,8219
42410,1857.099976,1881.599976,1850.319946,1851.859985,1851.859985,4471170000,1.1222,17523.374,141919,0.6176,8219
42409,1848.459961,1868.25,1834.939941,1852.209961,1852.209961,5183220000,1.13,17523.374,141919,0.6205,8219
42408,1873.25,1873.25,1828.459961,1853.439941,1853.439941,5636460000,1.117,17523.374,141919,0.621,8219
42405,1913.069946,1913.069946,1872.650024,1880.050049,1880.050049,4929940000,1.1131,17523.374,141919,0.6197,8219
42404,1911.670044,1927.349976,1900.52002,1915.449951,1915.449951,5193320000,1.1199,17523.374,141919,0.6202,8219
42403,1907.069946,1918.01001,1872.22998,1912.530029,1912.530029,5172950000,1.1051,17523.374,141919,0.6206,8219
42402,1935.26001,1935.26001,1897.290039,1903.030029,1903.030029,4463190000,1.0908,17523.374,141919,0.6192,8219
42401,1936.939941,1947.199951,1920.300049,1939.380005,1939.380005,4322530000,1.0888,17523.374,141919,0.6186,8219
42398,1894,1940.23999,1894,1940.23999,1940.23999,5497570000,1.0832,17523.374,141088,0.6126,8309
42397,1885.219971,1902.959961,1873.650024,1893.359985,1893.359985,4693010000,1.0952,17523.374,141088,0.6156,8309
42396,1902.52002,1916.98999,1872.699951,1882.949951,1882.949951,4754040000,1.0867,17523.374,141088,0.6181,8309
42395,1878.790039,1906.72998,1878.790039,1903.630005,1903.630005,4357940000,1.0846,17523.374,141088,0.6211,8309
42394,1906.280029,1906.280029,1875.969971,1877.079956,1877.079956,4401380000,1.0832,17523.374,141088,0.6213,8309
42391,1877.400024,1908.849976,1877.400024,1906.900024,1906.900024,4901760000,1.0814,17523.374,141088,0.6191,8309
42390,1861.459961,1889.849976,1848.97998,1868.98999,1868.98999,5078810000,1.0833,17523.374,141088,0.6186,8309
42389,1876.180054,1876.180054,1812.290039,1859.329956,1859.329956,6416070000,1.0908,17523.374,141088,0.6213,8309
42388,1888.660034,1901.439941,1864.599976,1881.329956,1881.329956,4928350000,1.0906,17523.374,141088,0.6243,8309
42384,1916.680054,1916.680054,1857.829956,1880.329956,1880.329956,5468460000,1.0964,17523.374,141088,0.6196,8309
42383,1891.680054,1934.469971,1878.930054,1921.839966,1921.839966,5241110000,1.0862,17523.374,141088,0.6211,8309
42382,1940.339966,1950.329956,1886.410034,1890.280029,1890.280029,5087030000,1.0862,17523.374,141088,0.622,8309
42381,1927.829956,1947.380005,1914.349976,1938.680054,1938.680054,4887260000,1.0837,17523.374,141088,0.6236,8309
42380,1926.119995,1935.650024,1901.099976,1923.670044,1923.670044,4607290000,1.0878,17523.374,141088,0.6221,8309
42377,1945.969971,1960.400024,1918.459961,1922.030029,1922.030029,4664940000,1.0885,17523.374,141088,0.6211,8309
42376,1985.319946,1985.319946,1938.829956,1943.089966,1943.089966,5076590000,1.086,17523.374,141088,0.61685,8309
42375,2011.709961,2011.709961,1979.050049,1990.26001,1990.26001,4336660000,1.0762,17523.374,141088,0.6201,8309
42374,2013.780029,2021.939941,2004.170044,2016.709961,2016.709961,3706620000,1.0743,17523.374,141088,0.6171,8309
42373,2038.199951,2038.199951,1989.680054,2012.660034,2012.660034,4304880000,1.0803,17523.374,141088,0.6117,8309
42369,2060.590088,2062.540039,2043.619995,2043.939941,2043.939941,2655330000,1.0859,17456.225,144063,0.6127,7542
42368,2077.340088,2077.340088,2061.969971,2063.360107,2063.360107,2367430000,1.0912,17456.225,144063,0.6122,7542
42367,2060.540039,2081.560059,2060.540039,2078.360107,2078.360107,2542000000,1.0916,17456.225,144063,0.6067,7542
42366,2057.77002,2057.77002,2044.199951,2056.5,2056.5,2492510000,1.0983,17456.225,144063,0.6031,7542
42362,2063.52002,2067.360107,2058.72998,2060.98999,2060.98999,1411860000,1.0955,17456.225,144063,0.6031,7542
42361,2042.199951,2064.72998,2042.199951,2064.290039,2064.290039,3484090000,1.0875,17456.225,144063,0.6031,7542
42360,2023.150024,2042.73999,2020.48999,2038.969971,2038.969971,3520860000,1.0978,17456.225,144063,0.59435,7542
42359,2010.27002,2022.900024,2005.930054,2021.150024,2021.150024,3760280000,1.092,17456.225,144063,0.5931,7542
42356,2040.810059,2040.810059,2005.329956,2005.550049,2005.550049,6683070000,1.0847,17456.225,144063,0.5855,7542
42355,2073.76001,2076.370117,2041.660034,2041.890015,2041.890015,4327390000,1.0804,17456.225,144063,0.5695,7542
42354,2046.5,2076.719971,2042.430054,2073.070068,2073.070068,4635450000,1.0937,17456.225,144063,0.5325,7542
42353,2025.550049,2053.870117,2025.550049,2043.410034,2043.410034,4353540000,1.0911,17456.225,144063,0.52575,7542
42352,2013.369995,2022.920044,1993.26001,2021.939941,2021.939941,4612440000,1.1025,17456.225,144063,0.51775,7542
42349,2047.27002,2047.27002,2008.800049,2012.369995,2012.369995,4301060000,1.1002,17456.225,144063,0.512,7542
42348,2047.930054,2067.649902,2045.670044,2052.22998,2052.22998,3715150000,1.0948,17456.225,144063,0.502,7542
42347,2061.169922,2080.330078,2036.530029,2047.619995,2047.619995,4385250000,1.0984,17456.225,144063,0.492,7542
42346,2073.389893,2073.850098,2052.320068,2063.590088,2063.590088,4173570000,1.0876,17456.225,144063,0.4865,7542
42345,2090.419922,2090.419922,2066.780029,2077.070068,2077.070068,4043820000,1.084,17456.225,144063,0.477,7542
42342,2051.23999,2093.840088,2051.23999,2091.689941,2091.689941,4214910000,1.0884,17456.225,144063,0.462,7542
42341,2080.709961,2085,2042.349976,2049.620117,2049.620117,4306490000,1.0902,17456.225,144063,0.452,7542
42340,2101.709961,2104.27002,2077.110107,2079.51001,2079.51001,3950640000,1.0573,17456.225,144063,0.436,7542
42339,2082.929932,2103.370117,2082.929932,2102.629883,2102.629883,3712120000,1.062,17456.225,144063,0.4222,7542
42338,2090.949951,2093.810059,2080.409912,2080.409912,2080.409912,4275030000,1.0562,17456.225,144066,0.4162,7573
42335,2088.820068,2093.290039,2084.129883,2090.110107,2090.110107,1466840000,1.0596,17456.225,144066,0.4142,7573
42333,2089.300049,2093,2086.300049,2088.870117,2088.870117,2852940000,1.0616,17456.225,144066,0.4067,7573
42332,2084.419922,2094.120117,2070.290039,2089.139893,2089.139893,3884930000,1.0652,17456.225,144066,0.4023,7573
42331,2089.409912,2095.610107,2081.389893,2086.590088,2086.590088,3587980000,1.0602,17456.225,144066,0.3932,7573
42328,2082.820068,2097.060059,2082.820068,2089.169922,2089.169922,3929600000,1.066,17456.225,144066,0.3821,7573
42327,2083.699951,2086.73999,2078.76001,2081.23999,2081.23999,3628110000,1.0746,17456.225,144066,0.3776,7573
42326,2051.98999,2085.310059,2051.98999,2083.580078,2083.580078,3926390000,1.0638,17456.225,144066,0.3696,7573
42325,2053.669922,2066.689941,2045.900024,2050.439941,2050.439941,4427350000,1.0634,17456.225,144066,0.3671,7573
42324,2022.079956,2053.219971,2019.390015,2053.189941,2053.189941,3741240000,1.0708,17456.225,144066,0.3641,7573
42321,2044.640015,2044.640015,2022.02002,2023.040039,2023.040039,4278750000,1.0722,17456.225,144066,0.3636,7573
42320,2072.290039,2072.290039,2045.660034,2045.969971,2045.969971,4016370000,1.0768,17456.225,144066,0.3616,7573
42319,2083.409912,2086.939941,2074.850098,2075,2075,3692410000,1.0686,17456.225,144066,0.3591,7573
42318,2077.189941,2083.669922,2069.909912,2081.719971,2081.719971,3821440000,1.0686,17456.225,144066,0.3561,7573
42317,2096.560059,2096.560059,2068.23999,2078.580078,2078.580078,3882350000,1.0767,17456.225,144066,0.3556,7573
42314,2098.600098,2101.909912,2083.73999,2099.199951,2099.199951,4369020000,1.0746,17456.225,144066,0.3414,7573
42313,2101.679932,2108.780029,2090.409912,2099.929932,2099.929932,4051890000,1.0869,17456.225,144066,0.3439,7573
42312,2110.600098,2114.590088,2096.97998,2102.310059,2102.310059,4078870000,1.0861,17456.225,144066,0.3366,7573
42311,2102.629883,2116.47998,2097.51001,2109.790039,2109.790039,4272060000,1.0946,17456.225,144066,0.3336,7573
42310,2080.76001,2106.199951,2080.76001,2104.050049,2104.050049,3760020000,1.1026,17456.225,144066,0.3341,7573
42307,2090,2094.320068,2079.340088,2079.360107,2079.360107,4256200000,1.1042,17456.225,143645,0.3341,7597
42306,2088.350098,2092.52002,2082.629883,2089.409912,2089.409912,4008940000,1.0963,17456.225,143645,0.3289,7597
42305,2066.47998,2090.350098,2063.110107,2090.350098,2090.350098,4698110000,1.1066,17456.225,143645,0.3219,7597
42304,2068.75,2070.370117,2058.840088,2065.889893,2065.889893,4216880000,1.1052,17456.225,143645,0.3239,7597
42303,2075.080078,2075.139893,2066.530029,2071.179932,2071.179932,3385800000,1.1051,17456.225,143645,0.32315,7597
42300,2058.189941,2079.73999,2058.189941,2075.149902,2075.149902,4108460000,1.1016,17456.225,143645,0.3229,7597
42299,2021.880005,2055.199951,2021.880005,2052.51001,2052.51001,4430850000,1.114,17456.225,143645,0.3199,7597
42298,2033.469971,2037.969971,2017.219971,2018.939941,2018.939941,3627790000,1.1345,17456.225,143645,0.3164,7597
42297,2033.130005,2039.119995,2026.609985,2030.77002,2030.77002,3331500000,1.1359,17456.225,143645,0.3204,7597
42296,2031.72998,2034.449951,2022.310059,2033.660034,2033.660034,3287320000,1.132,17456.225,143645,0.31665,7597
42293,2024.369995,2033.540039,2020.459961,2033.109985,2033.109985,3595430000,1.136,17456.225,143645,0.31715,7597
42292,1996.469971,2024.150024,1996.469971,2023.859985,2023.859985,3746290000,1.1418,17456.225,143645,0.31515,7597
42291,2003.660034,2009.560059,1990.72998,1994.23999,1994.23999,3644590000,1.1437,17456.225,143645,0.31705,7597
42290,2015,2022.339966,2001.780029,2003.689941,2003.689941,3401920000,1.1382,17456.225,143645,0.3205,7597
42289,2015.650024,2018.660034,2010.550049,2017.459961,2017.459961,2893250000,1.1363,17456.225,143645,0.32075,7597
42286,2013.72998,2020.130005,2007.609985,2014.890015,2014.890015,3706900000,1.1363,17456.225,143645,0.3206,7597
42285,1994.01001,2016.5,1987.530029,2013.430054,2013.430054,3939140000,1.1282,17456.225,143645,0.3196,7597
42284,1982.339966,1999.310059,1976.439941,1995.829956,1995.829956,4666470000,1.1249,17456.225,143645,0.3186,7597
42283,1986.630005,1991.619995,1971.98999,1979.920044,1979.920044,4202400000,1.1266,17456.225,143645,0.318,7597
42282,1954.329956,1989.170044,1954.329956,1987.050049,1987.050049,4334490000,1.12,17456.225,143645,0.3232,7597
42279,1921.77002,1951.359985,1893.699951,1951.359985,1951.359985,4378570000,1.1276,17456.225,143645,0.3271,7597
42278,1919.650024,1927.209961,1900.699951,1923.819946,1923.819946,3983600000,1.12,17456.225,143645,0.324,7597
42277,1887.140015,1920.530029,1887.140015,1920.030029,1920.030029,4525070000,1.1162,17438.802,142497,0.325,7628
42276,1881.900024,1899.47998,1871.910034,1884.089966,1884.089966,4132390000,1.1246,17438.802,142497,0.3255,7628
42275,1929.180054,1929.180054,1879.209961,1881.77002,1881.77002,4326660000,1.1236,17438.802,142497,0.3266,7628
42272,1935.930054,1952.890015,1921.5,1931.339966,1931.339966,3721870000,1.1192,17438.802,142497,0.3261,7628
42271,1934.810059,1937.170044,1908.920044,1932.23999,1932.23999,4091530000,1.1252,17438.802,142497,0.3264,7628
42270,1943.23999,1949.52002,1932.569946,1938.76001,1938.76001,3190530000,1.116,17438.802,142497,0.3255,7628
42269,1961.390015,1961.390015,1929.219971,1942.73999,1942.73999,3808260000,1.1133,17438.802,142497,0.3265,7628
42268,1960.839966,1979.640015,1955.800049,1966.969971,1966.969971,3269350000,1.1204,17438.802,142497,0.326,7628
42265,1989.660034,1989.660034,1953.449951,1958.030029,1958.030029,6021240000,1.1358,17438.802,142497,0.3192,7628
42264,1995.329956,2020.859985,1986.72998,1990.199951,1990.199951,4183790000,1.1312,17438.802,142497,0.3451,7628
